669.234	0.766
732.258	0.748
795.281	0.731
858.304	0.714
925.266	0.698
992.229	0.682
1057.137	0.667
1149.702	0.648
1242.268	0.630
1338.603	0.613
1409.504	0.601
1482.374	0.589
1553.360	0.578
1626.231	0.567
1703.040	0.556
1801.660	0.542
1874.446	0.533
1951.540	0.523
2028.350	0.514
2101.305	0.505
2180.084	0.497
2252.870	0.489
2331.510	0.481
2408.320	0.473
2483.160	0.466
2561.939	0.458
2666.322	0.449
2743.216	0.442
2820.164	0.436
2873.340	0.431
